Date,Health_District,Age_Group,Cases,Hospitalized,Deaths,State
2020-05-12,Crater,30-39,41,1,0,Virginia
2020-05-12,Virginia Beach,70-79,48,22,4,Virginia
2020-05-12,Virginia Beach,30-39,79,6,0,Virginia
2020-05-12,Piedmont,0-9,1,0,0,Virginia
2020-05-12,Central Shenandoah,30-39,170,4,0,Virginia
2020-05-12,Hampton,50-59,31,8,1,Virginia
2020-05-12,Peninsula,70-79,72,36,10,Virginia
2020-05-12,Arlington,20-29,212,20,0,Virginia
2020-05-12,West Piedmont,70-79,10,6,1,Virginia
2020-05-12,Richmond,20-29,101,5,0,Virginia
2020-05-12,Roanoke,0-9,3,0,0,Virginia
2020-05-12,Hampton,30-39,27,2,0,Virginia
2020-05-12,Thomas Jefferson,30-39,55,3,0,Virginia
2020-05-12,Western Tidewater,40-49,66,3,0,Virginia
2020-05-12,Richmond,50-59,103,19,0,Virginia
2020-05-12,Western Tidewater,50-59,82,5,0,Virginia
2020-05-12,Crater,Missing,0,0,0,Virginia
2020-05-12,Chesapeake,0-9,8,1,0,Virginia
2020-05-12,Peninsula,50-59,84,15,2,Virginia
2020-05-12,Cumberland Plateau,Missing,0,0,0,Virginia
2020-05-12,Peninsula,60-69,93,25,3,Virginia
2020-05-12,Lord Fairfax,30-39,110,7,0,Virginia
2020-05-12,Virginia Beach,Missing,8,0,0,Virginia
2020-05-12,Arlington,40-49,237,38,2,Virginia
2020-05-12,West Piedmont,10-19,2,0,0,Virginia
2020-05-12,Chickahominy,70-79,30,14,4,Virginia
2020-05-12,Pittsylvania-Danville,20-29,6,0,0,Virginia
2020-05-12,Loudoun,50-59,245,21,1,Virginia
2020-05-12,Richmond,30-39,104,7,0,Virginia
2020-05-12,Thomas Jefferson,Missing,0,0,0,Virginia
2020-05-12,Rappahannock Rapidan,80+,13,8,4,Virginia
2020-05-12,Lord Fairfax,Missing,1,0,0,Virginia
2020-05-12,Cumberland Plateau,50-59,3,1,0,Virginia
2020-05-12,Loudoun,Missing,1,0,0,Virginia
2020-05-12,Southside,50-59,30,5,0,Virginia
2020-05-12,Chesterfield,20-29,111,3,0,Virginia
2020-05-12,Norfolk,70-79,16,12,1,Virginia
2020-05-12,Alleghany,10-19,2,0,0,Virginia
2020-05-12,Crater,80+,20,5,0,Virginia
2020-05-12,Portsmouth,Missing,0,0,0,Virginia
2020-05-12,Western Tidewater,10-19,4,0,0,Virginia
2020-05-12,Chesterfield,10-19,59,0,0,Virginia
2020-05-12,Southside,60-69,25,7,1,Virginia
2020-05-12,Arlington,50-59,239,49,3,Virginia
2020-05-12,Piedmont,70-79,29,12,2,Virginia
2020-05-12,Alexandria,60-69,110,25,1,Virginia
2020-05-12,Portsmouth,30-39,57,3,0,Virginia
2020-05-12,Lenowisco,20-29,6,0,0,Virginia
2020-05-12,Central Virginia,30-39,29,1,0,Virginia
2020-05-12,Norfolk,10-19,12,0,0,Virginia
2020-05-12,New River,10-19,3,0,0,Virginia
2020-05-12,Central Virginia,20-29,25,2,0,Virginia
2020-05-12,Rappahannock,50-59,145,24,1,Virginia
2020-05-12,Rappahannock,60-69,87,32,4,Virginia
2020-05-12,Piedmont,20-29,74,0,0,Virginia
2020-05-12,New River,60-69,15,2,0,Virginia
2020-05-12,Roanoke,40-49,15,0,0,Virginia
2020-05-12,Three Rivers,20-29,48,1,0,Virginia
2020-05-12,Rappahannock,40-49,171,25,2,Virginia
2020-05-12,Portsmouth,80+,13,4,1,Virginia
2020-05-12,Central Shenandoah,Missing,1,0,0,Virginia
2020-05-12,Eastern Shore,70-79,35,5,1,Virginia
2020-05-12,Mount Rogers,70-79,13,6,1,Virginia
2020-05-12,Cumberland Plateau,70-79,2,0,0,Virginia
2020-05-12,Piedmont,10-19,3,0,0,Virginia
2020-05-12,Southside,20-29,20,2,0,Virginia
2020-05-12,Chesterfield,50-59,150,16,1,Virginia
2020-05-12,Rappahannock Rapidan,20-29,102,1,0,Virginia
2020-05-12,Cumberland Plateau,60-69,2,1,0,Virginia
2020-05-12,Roanoke,70-79,8,2,0,Virginia
2020-05-12,Central Shenandoah,20-29,189,3,0,Virginia
2020-05-12,Pittsylvania-Danville,80+,3,2,1,Virginia
2020-05-12,Virginia Beach,80+,64,18,12,Virginia
2020-05-12,Central Shenandoah,50-59,208,19,1,Virginia
2020-05-12,Lenowisco,Missing,0,0,0,Virginia
2020-05-12,Fairfax,30-39,1292,100,3,Virginia
2020-05-12,Lenowisco,60-69,5,4,2,Virginia
2020-05-12,Loudoun,30-39,192,11,0,Virginia
2020-05-12,West Piedmont,80+,3,1,0,Virginia
2020-05-12,Roanoke,80+,35,3,1,Virginia
2020-05-12,Fairfax,40-49,1337,146,4,Virginia
2020-05-12,Thomas Jefferson,80+,58,20,9,Virginia
2020-05-12,Roanoke,20-29,12,0,0,Virginia
2020-05-12,Henrico,60-69,156,28,18,Virginia
2020-05-12,Lord Fairfax,40-49,111,4,0,Virginia
2020-05-12,Western Tidewater,Missing,0,0,0,Virginia
2020-05-12,Chickahominy,60-69,40,13,3,Virginia
2020-05-12,Chesapeake,20-29,36,3,0,Virginia
2020-05-12,Three Rivers,Missing,1,0,0,Virginia
2020-05-12,Henrico,10-19,20,1,0,Virginia
2020-05-12,Mount Rogers,30-39,41,3,0,Virginia
2020-05-12,Eastern Shore,30-39,128,3,0,Virginia
2020-05-12,Lord Fairfax,60-69,113,22,6,Virginia
2020-05-12,Western Tidewater,0-9,3,0,0,Virginia
2020-05-12,Rappahannock,70-79,24,14,4,Virginia
2020-05-12,Prince William,80+,104,34,31,Virginia
2020-05-12,Hampton,80+,3,2,1,Virginia
2020-05-12,Alexandria,80+,53,19,13,Virginia
2020-05-12,Mount Rogers,60-69,20,1,0,Virginia
2020-05-12,Eastern Shore,60-69,104,8,3,Virginia
2020-05-12,Lord Fairfax,70-79,58,15,6,Virginia
2020-05-12,New River,30-39,5,0,0,Virginia
2020-05-12,Chesapeake,10-19,8,0,0,Virginia
2020-05-12,Hampton,40-49,17,2,0,Virginia
2020-05-12,Peninsula,Missing,2,0,0,Virginia
2020-05-12,Henrico,70-79,150,37,31,Virginia
2020-05-12,Western Tidewater,20-29,31,0,0,Virginia
2020-05-12,Peninsula,0-9,11,0,0,Virginia
2020-05-12,Loudoun,40-49,283,15,0,Virginia
2020-05-12,Pittsylvania-Danville,30-39,8,0,0,Virginia
2020-05-12,Loudoun,20-29,184,2,0,Virginia
2020-05-12,Crater,60-69,55,21,8,Virginia
2020-05-12,Loudoun,80+,110,31,28,Virginia
2020-05-12,Arlington,80+,133,53,35,Virginia
2020-05-12,Virginia Beach,10-19,12,0,0,Virginia
2020-05-12,Mount Rogers,80+,4,4,3,Virginia
2020-05-12,Eastern Shore,80+,33,9,4,Virginia
2020-05-12,Crater,10-19,13,0,0,Virginia
2020-05-12,Lenowisco,30-39,3,1,1,Virginia
2020-05-12,Norfolk,Missing,3,0,0,Virginia
2020-05-12,Henrico,Missing,8,1,1,Virginia
2020-05-12,New River,40-49,13,1,0,Virginia
2020-05-12,Central Virginia,0-9,3,0,0,Virginia
2020-05-12,New River,70-79,9,5,1,Virginia
2020-05-12,Loudoun,0-9,34,1,0,Virginia
2020-05-12,Central Virginia,70-79,13,4,0,Virginia
2020-05-12,Southside,0-9,1,0,0,Virginia
2020-05-12,Three Rivers,40-49,78,6,1,Virginia
2020-05-12,Chickahominy,30-39,39,0,0,Virginia
2020-05-12,Central Shenandoah,60-69,144,20,4,Virginia
2020-05-12,Western Tidewater,60-69,88,10,4,Virginia
2020-05-12,Cumberland Plateau,30-39,5,0,0,Virginia
2020-05-12,Portsmouth,10-19,1,0,0,Virginia
2020-05-12,Chesterfield,Missing,2,0,0,Virginia
2020-05-12,Alexandria,40-49,254,22,0,Virginia
2020-05-12,Thomas Jefferson,70-79,44,15,1,Virginia
2020-05-12,Three Rivers,30-39,71,2,0,Virginia
2020-05-12,Western Tidewater,70-79,64,17,10,Virginia
2020-05-12,Arlington,60-69,191,48,11,Virginia
2020-05-12,Cumberland Plateau,10-19,11,0,0,Virginia
2020-05-12,West Piedmont,30-39,3,0,0,Virginia
2020-05-12,Peninsula,10-19,8,1,0,Virginia
2020-05-12,Lenowisco,10-19,2,0,0,Virginia
2020-05-11,Norfolk,0-9,4,0,0,Virginia
2020-05-11,Cumberland Plateau,40-49,4,0,0,Virginia
2020-05-11,Eastern Shore,10-19,25,0,0,Virginia
2020-05-11,Mount Rogers,10-19,10,0,0,Virginia
2020-05-11,Rappahannock Rapidan,0-9,17,1,0,Virginia
2020-05-11,Three Rivers,0-9,2,0,0,Virginia
2020-05-11,Henrico,40-49,153,13,0,Virginia
2020-05-11,Alexandria,50-59,157,29,7,Virginia
2020-05-11,Arlington,0-9,15,2,0,Virginia
2020-05-11,Chickahominy,Missing,1,0,0,Virginia
2020-05-11,New River,20-29,21,0,0,Virginia
2020-05-11,Virginia Beach,20-29,60,1,0,Virginia
2020-05-11,Chesapeake,50-59,65,14,1,Virginia
2020-05-11,Alleghany,80+,20,6,2,Virginia
2020-05-11,Fairfax,10-19,241,8,0,Virginia
2020-05-11,Chesapeake,60-69,49,15,3,Virginia
2020-05-11,West Piedmont,Missing,0,0,0,Virginia
2020-05-11,Peninsula,80+,34,22,13,Virginia
2020-05-11,Crater,40-49,50,10,1,Virginia
2020-05-11,Chesapeake,40-49,54,9,0,Virginia
2020-05-11,Thomas Jefferson,20-29,45,0,0,Virginia
2020-05-11,Lord Fairfax,20-29,113,0,0,Virginia
2020-05-11,Norfolk,20-29,63,0,0,Virginia
2020-05-11,Arlington,30-39,258,32,0,Virginia
2020-05-11,West Piedmont,60-69,14,1,0,Virginia
2020-05-11,Henrico,50-59,153,22,5,Virginia
2020-05-11,West Piedmont,50-59,15,1,0,Virginia
2020-05-11,Cumberland Plateau,20-29,1,0,0,Virginia
2020-05-11,Alexandria,70-79,70,28,8,Virginia
2020-05-11,Portsmouth,20-29,27,2,0,Virginia
2020-05-11,Western Tidewater,30-39,39,1,0,Virginia
2020-05-11,Central Shenandoah,0-9,20,0,0,Virginia
2020-05-11,Henrico,80+,226,51,57,Virginia
2020-05-11,Alexandria,0-9,51,2,0,Virginia
2020-05-11,Pittsylvania-Danville,40-49,10,4,0,Virginia
2020-05-11,Henrico,20-29,99,6,0,Virginia
2020-05-11,Roanoke,60-69,8,1,0,Virginia
2020-05-11,Peninsula,30-39,51,5,1,Virginia
2020-05-11,Alleghany,60-69,23,6,0,Virginia
2020-05-11,Prince William,70-79,129,38,19,Virginia
2020-05-11,Norfolk,60-69,32,13,1,Virginia
2020-05-11,Southside,40-49,17,3,0,Virginia
2020-05-11,Chesterfield,30-39,170,1,0,Virginia
2020-05-11,Loudoun,70-79,67,25,6,Virginia
2020-05-11,Central Virginia,40-49,22,0,0,Virginia
2020-05-11,New River,Missing,0,0,0,Virginia
2020-05-11,Chickahominy,20-29,34,0,0,Virginia
2020-05-11,New River,0-9,2,0,0,Virginia
2020-05-11,Cumberland Plateau,0-9,0,0,0,Virginia
2020-05-11,Three Rivers,70-79,19,4,1,Virginia
2020-05-11,Rappahannock Rapidan,40-49,125,6,1,Virginia
2020-05-11,Hampton,0-9,6,0,0,Virginia
2020-05-11,Piedmont,50-59,88,8,0,Virginia
2020-05-11,Rappahannock,20-29,144,7,0,Virginia
2020-05-11,West Piedmont,20-29,6,0,0,Virginia
2020-05-11,Arlington,70-79,128,51,17,Virginia
2020-05-11,Chickahominy,50-59,63,13,0,Virginia
2020-05-11,Alleghany,40-49,17,0,0,Virginia
2020-05-11,Prince William,50-59,658,85,4,Virginia
2020-05-11,Mount Rogers,0-9,11,1,0,Virginia
2020-05-11,Eastern Shore,0-9,9,0,0,Virginia
2020-05-11,Thomas Jefferson,60-69,45,13,2,Virginia
2020-05-11,Pittsylvania-Danville,70-79,9,6,0,Virginia
2020-05-11,Chesterfield,80+,90,13,17,Virginia
2020-05-11,Richmond,0-9,13,2,0,Virginia
2020-05-11,Chesapeake,80+,30,10,5,Virginia
2020-05-11,Peninsula,40-49,53,3,1,Virginia
2020-05-11,Henrico,0-9,27,0,0,Virginia
2020-05-11,Lenowisco,80+,0,0,0,Virginia
2020-05-11,Piedmont,60-69,67,9,2,Virginia
2020-05-11,West Piedmont,0-9,0,0,0,Virginia
2020-05-11,Rappahannock Rapidan,70-79,19,5,4,Virginia
2020-05-11,Central Shenandoah,70-79,63,13,9,Virginia
2020-05-11,Chesapeake,30-39,61,3,0,Virginia
2020-05-11,Chickahominy,0-9,1,0,0,Virginia
2020-05-11,Prince William,0-9,85,2,0,Virginia
2020-05-11,Eastern Shore,50-59,155,5,3,Virginia
2020-05-11,Mount Rogers,50-59,29,2,0,Virginia
2020-05-11,Loudoun,10-19,45,0,0,Virginia
2020-05-11,Southside,80+,43,4,5,Virginia
2020-05-11,Central Virginia,80+,5,2,0,Virginia
2020-05-11,Rappahannock,Missing,6,0,0,Virginia
2020-05-11,Rappahannock Rapidan,30-39,123,8,1,Virginia
2020-05-11,New River,50-59,17,2,0,Virginia
2020-05-11,Richmond,80+,22,9,7,Virginia
2020-05-11,Mount Rogers,20-29,32,0,0,Virginia
2020-05-11,Eastern Shore,20-29,85,1,0,Virginia
2020-05-11,Hampton,10-19,6,0,0,Virginia
2020-05-11,Portsmouth,0-9,1,1,0,Virginia
2020-05-11,Crater,70-79,37,14,4,Virginia
2020-05-11,Chesterfield,40-49,176,6,2,Virginia
2020-05-11,Alexandria,Missing,1,0,0,Virginia
2020-05-11,Southside,30-39,15,0,0,Virginia
2020-05-11,Prince William,Missing,25,0,0,Virginia
2020-05-11,Hampton,60-69,20,8,1,Virginia
2020-05-11,Fairfax,20-29,908,46,1,Virginia
2020-05-11,Thomas Jefferson,0-9,5,1,0,Virginia
2020-05-11,Lenowisco,40-49,4,1,0,Virginia
2020-05-11,Central Virginia,10-19,10,1,0,Virginia
2020-05-11,Lenowisco,70-79,4,3,0,Virginia
2020-05-11,Virginia Beach,0-9,2,0,0,Virginia
2020-05-11,Lenowisco,50-59,13,5,0,Virginia
2020-05-11,Chesapeake,70-79,33,15,0,Virginia
2020-05-11,Western Tidewater,80+,113,19,12,Virginia
2020-05-11,Thomas Jefferson,10-19,8,0,0,Virginia
2020-05-11,Richmond,40-49,111,10,0,Virginia
2020-05-11,Lord Fairfax,50-59,145,7,1,Virginia
2020-05-11,Lord Fairfax,10-19,33,0,0,Virginia
2020-05-11,Rappahannock Rapidan,10-19,36,0,0,Virginia
2020-05-11,Crater,50-59,53,15,1,Virginia
2020-05-11,Arlington,Missing,1,0,0,Virginia
2020-05-11,Roanoke,50-59,13,1,0,Virginia
2020-05-11,Rappahannock,10-19,47,0,0,Virginia
2020-05-11,Roanoke,10-19,0,0,0,Virginia
2020-05-11,Eastern Shore,Missing,0,0,0,Virginia
2020-05-11,Mount Rogers,Missing,0,0,0,Virginia
2020-05-11,Prince William,60-69,356,62,12,Virginia
2020-05-11,Alleghany,70-79,17,3,1,Virginia
2020-05-11,Crater,20-29,42,5,0,Virginia
2020-05-11,Loudoun,60-69,108,18,1,Virginia
2020-05-11,Fairfax,0-9,123,5,0,Virginia
2020-05-11,Roanoke,Missing,4,0,0,Virginia
2020-05-11,Alexandria,20-29,181,4,1,Virginia
2020-05-11,Portsmouth,70-79,15,5,3,Virginia
2020-05-11,Alleghany,30-39,13,2,0,Virginia
2020-05-11,Prince William,20-29,608,25,0,Virginia
2020-05-11,Southside,70-79,29,8,4,Virginia
2020-05-11,Piedmont,Missing,0,0,0,Virginia
2020-05-11,Rappahannock,0-9,16,1,0,Virginia
2020-05-11,Henrico,30-39,123,3,0,Virginia
2020-05-11,Prince William,10-19,180,3,0,Virginia
2020-05-11,Chickahominy,10-19,6,0,0,Virginia
2020-05-11,Lord Fairfax,0-9,13,0,0,Virginia
2020-05-11,Central Virginia,Missing,0,0,0,Virginia
2020-05-11,Fairfax,60-69,752,196,32,Virginia
2020-05-11,Hampton,20-29,27,1,0,Virginia
2020-05-11,Central Shenandoah,40-49,187,3,0,Virginia
2020-05-11,Pittsylvania-Danville,0-9,1,0,0,Virginia
2020-05-11,Crater,30-39,40,1,0,Virginia
2020-05-11,Virginia Beach,70-79,48,22,4,Virginia
2020-05-11,Virginia Beach,30-39,77,6,0,Virginia
2020-05-11,Piedmont,0-9,1,0,0,Virginia
2020-05-11,Central Shenandoah,30-39,165,4,0,Virginia
2020-05-11,Hampton,50-59,31,8,1,Virginia
2020-05-11,Peninsula,70-79,72,36,10,Virginia
2020-05-11,Arlington,20-29,203,17,0,Virginia
2020-05-11,West Piedmont,70-79,9,5,1,Virginia
2020-05-11,Richmond,20-29,93,5,0,Virginia
2020-05-11,Roanoke,0-9,1,0,0,Virginia
2020-05-11,Hampton,30-39,26,2,0,Virginia
2020-05-11,Thomas Jefferson,30-39,53,2,0,Virginia
2020-05-11,Western Tidewater,40-49,66,3,0,Virginia
2020-05-11,Richmond,50-59,96,16,0,Virginia
2020-05-11,Western Tidewater,50-59,82,5,0,Virginia
2020-05-11,Crater,Missing,0,0,0,Virginia
2020-05-11,Arlington,50-59,232,45,2,Virginia
2020-05-11,Piedmont,70-79,26,12,2,Virginia
2020-05-11,Alexandria,60-69,106,23,1,Virginia
2020-05-11,Portsmouth,30-39,55,3,0,Virginia
2020-05-11,Lenowisco,20-29,6,0,0,Virginia
2020-05-11,Central Virginia,30-39,26,1,0,Virginia
2020-05-11,Norfolk,10-19,12,0,0,Virginia
2020-05-11,New River,10-19,3,0,0,Virginia
2020-05-11,Central Virginia,20-29,25,1,0,Virginia
2020-05-11,Rappahannock,50-59,138,24,1,Virginia
2020-05-11,Rappahannock,60-69,87,32,4,Virginia
2020-05-11,Piedmont,20-29,69,0,0,Virginia
2020-05-11,New River,60-69,16,2,0,Virginia
2020-05-11,Roanoke,40-49,15,0,0,Virginia
2020-05-11,Three Rivers,20-29,48,1,0,Virginia
2020-05-11,Rappahannock,40-49,161,23,2,Virginia
2020-05-11,Portsmouth,80+,13,4,1,Virginia
2020-05-11,Central Shenandoah,Missing,0,0,0,Virginia
2020-05-11,Eastern Shore,70-79,34,5,1,Virginia
2020-05-11,Mount Rogers,70-79,13,6,1,Virginia
2020-05-11,Cumberland Plateau,70-79,2,0,0,Virginia
2020-05-11,Piedmont,10-19,3,0,0,Virginia
2020-05-11,Southside,20-29,20,2,0,Virginia
2020-05-11,Chesterfield,50-59,143,16,1,Virginia
2020-05-11,Rappahannock Rapidan,20-29,96,1,0,Virginia
2020-05-11,Cumberland Plateau,60-69,2,1,0,Virginia
2020-05-11,Roanoke,70-79,8,2,0,Virginia
2020-05-11,Central Shenandoah,20-29,183,2,0,Virginia
2020-05-11,Pittsylvania-Danville,80+,3,2,1,Virginia
2020-05-11,Virginia Beach,80+,64,18,12,Virginia
2020-05-11,Central Shenandoah,50-59,205,16,1,Virginia
2020-05-11,Lenowisco,Missing,0,0,0,Virginia
2020-05-11,Fairfax,30-39,1232,93,3,Virginia
2020-05-11,Lenowisco,60-69,5,4,2,Virginia
2020-05-11,Loudoun,30-39,180,10,0,Virginia
2020-05-11,West Piedmont,80+,3,1,0,Virginia
2020-05-11,Roanoke,80+,35,3,1,Virginia
2020-05-11,Fairfax,40-49,1293,142,4,Virginia
2020-05-11,Thomas Jefferson,80+,59,19,9,Virginia
2020-05-11,Roanoke,20-29,10,0,0,Virginia
2020-05-11,Henrico,60-69,149,25,18,Virginia
2020-05-11,Lord Fairfax,40-49,106,4,0,Virginia
2020-05-11,Western Tidewater,Missing,0,0,0,Virginia
2020-05-11,Chickahominy,60-69,39,13,3,Virginia
2020-05-11,Chesapeake,20-29,36,3,0,Virginia
2020-05-11,Three Rivers,Missing,1,0,0,Virginia
2020-05-11,Henrico,10-19,19,1,0,Virginia
2020-05-11,Mount Rogers,30-39,35,3,0,Virginia
2020-05-11,Eastern Shore,30-39,125,2,0,Virginia
2020-05-11,Chesterfield,0-9,9,0,0,Virginia
2020-05-11,Central Shenandoah,10-19,47,1,0,Virginia
2020-05-11,Crater,0-9,3,1,0,Virginia
2020-05-11,Fairfax,70-79,376,135,46,Virginia
2020-05-11,Rappahannock,80+,15,9,3,Virginia
2020-05-11,Alexandria,10-19,75,1,0,Virginia
2020-05-11,Portsmouth,40-49,33,3,0,Virginia
2020-05-11,Three Rivers,50-59,44,3,0,Virginia
2020-05-11,Alleghany,Missing,0,0,0,Virginia
2020-05-11,Alexandria,30-39,300,18,0,Virginia
2020-05-11,Southside,Missing,0,0,0,Virginia
2020-05-11,Portsmouth,60-69,27,8,4,Virginia
2020-05-11,Roanoke,30-39,14,0,0,Virginia
2020-05-11,Three Rivers,60-69,51,7,0,Virginia
2020-05-11,Fairfax,50-59,1107,172,16,Virginia
2020-05-11,Portsmouth,50-59,38,12,1,Virginia
2020-05-11,Chickahominy,80+,45,22,16,Virginia
2020-05-11,Rappahannock Rapidan,50-59,74,10,0,Virginia
2020-05-11,Fairfax,80+,492,189,158,Virginia
2020-05-11,Hampton,Missing,0,0,0,Virginia
2020-05-11,Cumberland Plateau,80+,0,0,0,Virginia
2020-05-11,Alleghany,50-59,34,4,0,Virginia
2020-05-11,Prince William,40-49,800,70,2,Virginia
2020-05-11,Fairfax,Missing,23,1,0,Virginia
2020-05-11,Virginia Beach,40-49,73,13,1,Virginia
2020-05-11,Richmond,Missing,0,0,0,Virginia
2020-05-11,Norfolk,40-49,57,9,0,Virginia
2020-05-11,Piedmont,80+,11,3,1,Virginia
2020-05-11,Virginia Beach,60-69,84,13,1,Virginia
2020-05-11,West Piedmont,40-49,11,1,0,Virginia
2020-05-11,Arlington,10-19,34,5,0,Virginia
2020-05-11,Lenowisco,0-9,4,0,0,Virginia
2020-05-11,Pittsylvania-Danville,50-59,12,5,0,Virginia
2020-05-11,Virginia Beach,50-59,81,12,0,Virginia
2020-05-11,Chesapeake,Missing,0,0,0,Virginia
2020-05-11,Central Shenandoah,80+,65,10,10,Virginia
2020-05-11,Thomas Jefferson,40-49,41,5,0,Virginia
2020-05-11,Rappahannock Rapidan,60-69,46,8,1,Virginia
2020-05-11,Norfolk,30-39,70,5,0,Virginia
2020-05-11,Rappahannock Rapidan,Missing,1,0,0,Virginia
2020-05-11,Lord Fairfax,80+,53,14,11,Virginia
2020-05-11,Three Rivers,10-19,10,0,0,Virginia
2020-05-11,Piedmont,40-49,85,3,0,Virginia
2020-05-11,Norfolk,80+,8,6,3,Virginia
2020-05-11,Peninsula,20-29,42,1,0,Virginia
2020-05-11,Norfolk,50-59,54,7,0,Virginia
2020-05-11,Thomas Jefferson,50-59,54,8,1,Virginia
2020-05-11,Richmond,70-79,32,17,6,Virginia
2020-05-11,Chesterfield,70-79,65,13,6,Virginia
2020-05-11,Piedmont,30-39,83,0,0,Virginia
2020-05-11,Prince William,30-39,706,39,1,Virginia
2020-05-11,Alleghany,20-29,26,1,0,Virginia
2020-05-11,Alleghany,0-9,0,0,0,Virginia
2020-05-11,Mount Rogers,40-49,30,0,0,Virginia
2020-05-11,Eastern Shore,40-49,134,3,1,Virginia
2020-05-11,Central Virginia,60-69,29,3,1,Virginia
2020-05-11,Richmond,10-19,16,2,0,Virginia
2020-05-11,Pittsylvania-Danville,60-69,8,4,1,Virginia
2020-05-11,Pittsylvania-Danville,Missing,0,0,0,Virginia
2020-05-11,Chesterfield,60-69,103,17,8,Virginia
2020-05-11,Southside,10-19,3,0,0,Virginia
2020-05-11,New River,80+,4,2,0,Virginia
2020-05-11,Central Virginia,50-59,27,2,1,Virginia
2020-05-11,Hampton,70-79,11,6,0,Virginia
2020-05-11,Pittsylvania-Danville,10-19,1,0,0,Virginia
2020-05-11,Richmond,60-69,83,28,5,Virginia
2020-05-11,Chickahominy,40-49,47,7,1,Virginia
2020-05-11,Three Rivers,80+,20,5,3,Virginia
2020-05-11,Rappahannock,30-39,168,9,0,Virginia
2020-05-11,Lord Fairfax,60-69,109,20,6,Virginia
2020-05-11,Western Tidewater,0-9,3,0,0,Virginia
2020-05-11,Rappahannock,70-79,23,14,4,Virginia
2020-05-11,Prince William,80+,100,33,26,Virginia
2020-05-11,Hampton,80+,3,2,1,Virginia
2020-05-11,Alexandria,80+,52,19,13,Virginia
2020-05-11,Mount Rogers,60-69,20,1,0,Virginia
2020-05-11,Eastern Shore,60-69,102,7,3,Virginia
2020-05-11,Lord Fairfax,70-79,55,13,5,Virginia
2020-05-11,New River,30-39,4,0,0,Virginia
2020-05-11,Chesapeake,10-19,7,0,0,Virginia
2020-05-11,Hampton,40-49,17,2,0,Virginia
2020-05-11,Peninsula,Missing,2,0,0,Virginia
2020-05-11,Henrico,70-79,150,35,31,Virginia
2020-05-11,Western Tidewater,20-29,30,0,0,Virginia
2020-05-11,Peninsula,0-9,11,0,0,Virginia
2020-05-11,Loudoun,40-49,268,14,0,Virginia
2020-05-11,Pittsylvania-Danville,30-39,8,0,0,Virginia
2020-05-11,Loudoun,20-29,172,2,0,Virginia
2020-05-11,Crater,60-69,55,21,8,Virginia
2020-05-11,Loudoun,80+,108,29,27,Virginia
2020-05-11,Arlington,80+,132,51,34,Virginia
2020-05-11,Virginia Beach,10-19,12,0,0,Virginia
2020-05-11,Mount Rogers,80+,4,4,3,Virginia
2020-05-11,Eastern Shore,80+,32,9,4,Virginia
2020-05-11,Crater,10-19,13,0,0,Virginia
2020-05-11,Lenowisco,30-39,3,1,1,Virginia
2020-05-11,Norfolk,Missing,3,0,0,Virginia
2020-05-11,Henrico,Missing,7,1,1,Virginia
2020-05-11,New River,40-49,13,1,0,Virginia
2020-05-11,Central Virginia,0-9,3,0,0,Virginia
2020-05-11,New River,70-79,9,5,1,Virginia
2020-05-11,Loudoun,0-9,29,0,0,Virginia
2020-05-11,Central Virginia,70-79,13,4,0,Virginia
2020-05-11,Southside,0-9,1,0,0,Virginia
2020-05-11,Three Rivers,40-49,78,6,1,Virginia
2020-05-11,Chickahominy,30-39,38,0,0,Virginia
2020-05-11,Central Shenandoah,60-69,140,18,4,Virginia
2020-05-11,Western Tidewater,60-69,88,10,4,Virginia
2020-05-11,Cumberland Plateau,30-39,5,0,0,Virginia
2020-05-11,Portsmouth,10-19,1,0,0,Virginia
2020-05-11,Chesterfield,Missing,2,0,0,Virginia
2020-05-11,Alexandria,40-49,247,21,0,Virginia
2020-05-11,Thomas Jefferson,70-79,44,15,1,Virginia
2020-05-11,Three Rivers,30-39,71,2,0,Virginia
2020-05-11,Western Tidewater,70-79,64,17,10,Virginia
2020-05-11,Arlington,60-69,190,48,11,Virginia
2020-05-11,Cumberland Plateau,10-19,11,0,0,Virginia
2020-05-11,West Piedmont,30-39,2,0,0,Virginia
2020-05-11,Peninsula,10-19,8,1,0,Virginia
2020-05-11,Lenowisco,10-19,2,0,0,Virginia
2020-05-11,Chesapeake,0-9,8,1,0,Virginia
2020-05-11,Peninsula,50-59,83,15,2,Virginia
2020-05-11,Cumberland Plateau,Missing,0,0,0,Virginia
2020-05-11,Peninsula,60-69,92,25,3,Virginia
2020-05-11,Lord Fairfax,30-39,108,6,0,Virginia
2020-05-11,Virginia Beach,Missing,8,0,0,Virginia
2020-05-11,Arlington,40-49,223,37,2,Virginia
2020-05-11,West Piedmont,10-19,2,0,0,Virginia
2020-05-11,Chickahominy,70-79,29,12,4,Virginia
2020-05-11,Pittsylvania-Danville,20-29,6,0,0,Virginia
2020-05-11,Loudoun,50-59,232,21,1,Virginia
2020-05-11,Richmond,30-39,99,7,0,Virginia
2020-05-11,Thomas Jefferson,Missing,0,0,0,Virginia
2020-05-11,Rappahannock Rapidan,80+,13,7,4,Virginia
2020-05-11,Lord Fairfax,Missing,1,0,0,Virginia
2020-05-11,Cumberland Plateau,50-59,4,1,0,Virginia
2020-05-11,Loudoun,Missing,1,0,0,Virginia
