Date,Health_District,Sex,Cases,Hospitalized,Deaths,State
2020-05-10,Central Virginia,Female,70,6,0,Virginia
2020-05-10,Roanoke,Not Reported,0,0,0,Virginia
2020-05-10,West Piedmont,Female,33,2,0,Virginia
2020-05-10,Mount Rogers,Female,90,6,0,Virginia
2020-05-10,Piedmont,Male,278,19,3,Virginia
2020-05-10,Chesterfield,Female,475,29,15,Virginia
2020-05-10,Fairfax,Male,3146,549,127,Virginia
2020-05-10,Crater,Male,126,27,4,Virginia
2020-05-10,Central Virginia,Not Reported,0,0,0,Virginia
2020-05-10,Prince William,Female,1730,165,30,Virginia
2020-05-10,Virginia Beach,Female,285,38,5,Virginia
2020-05-10,Norfolk,Female,146,26,1,Virginia
2020-05-10,Three Rivers,Female,96,15,5,Virginia
2020-05-10,Arlington,Male,703,156,33,Virginia
2020-05-10,Central Shenandoah,Female,573,28,10,Virginia
2020-05-10,Southside,Female,112,13,5,Virginia
2020-05-09,Southside,Not Reported,3,0,0,Virginia
2020-05-09,Chesapeake,Female,190,37,4,Virginia
2020-05-09,Richmond,Female,261,39,4,Virginia
2020-05-09,Roanoke,Male,36,3,1,Virginia
2020-05-09,Fairfax,Not Reported,48,4,1,Virginia
2020-05-09,Thomas Jefferson,Female,199,35,5,Virginia
2020-05-09,Chesapeake,Not Reported,0,0,0,Virginia
2020-05-09,Cumberland Plateau,Male,13,1,0,Virginia
2020-05-09,Eastern Shore,Female,353,15,7,Virginia
2020-05-09,Lord Fairfax,Not Reported,5,0,0,Virginia
2020-05-09,Rappahannock,Not Reported,2,0,0,Virginia
2020-05-09,Central Shenandoah,Not Reported,8,0,0,Virginia
2020-05-09,Peninsula,Male,207,58,10,Virginia
2020-05-09,Norfolk,Male,159,24,4,Virginia
2020-05-09,Alexandria,Female,618,65,16,Virginia
2020-05-09,Lenowisco,Male,22,8,2,Virginia
2020-05-09,Pittsylvania-Danville,Female,33,12,1,Virginia
2020-05-09,New River,Not Reported,1,0,0,Virginia
2020-05-09,Chesterfield,Not Reported,10,0,0,Virginia
2020-05-09,Loudoun,Male,568,68,15,Virginia
2020-05-09,Rappahannock Rapidan,Female,237,15,4,Virginia
2020-05-09,Piedmont,Female,95,10,1,Virginia
2020-05-09,Richmond,Male,265,50,12,Virginia
2020-05-09,Crater,Female,160,40,10,Virginia
2020-05-09,Portsmouth,Female,91,20,4,Virginia
2020-05-09,Arlington,Not Reported,8,0,0,Virginia
2020-05-09,Mount Rogers,Not Reported,1,0,0,Virginia
2020-05-09,Thomas Jefferson,Not Reported,1,0,0,Virginia
2020-05-09,Three Rivers,Not Reported,0,0,0,Virginia
2020-05-09,Hampton,Male,61,18,2,Virginia
2020-05-09,Alleghany,Male,54,12,1,Virginia
2020-05-09,Roanoke,Female,57,3,0,Virginia
2020-05-09,Loudoun,Not Reported,3,0,0,Virginia
2020-05-09,Fairfax,Female,2920,398,121,Virginia
2020-05-09,Western Tidewater,Male,255,38,14,Virginia
2020-05-09,Peninsula,Not Reported,8,0,0,Virginia
2020-05-09,New River,Male,40,8,1,Virginia
2020-05-09,Central Shenandoah,Male,478,32,14,Virginia
2020-05-09,Southside,Male,53,16,5,Virginia
2020-05-09,Chesterfield,Male,388,37,17,Virginia
2020-05-09,Arlington,Female,671,120,28,Virginia
2020-05-09,Rappahannock,Male,369,69,10,Virginia
2020-05-09,Central Virginia,Male,86,7,2,Virginia
2020-05-09,Alleghany,Not Reported,0,0,0,Virginia
2020-05-09,Henrico,Male,431,81,53,Virginia
2020-05-09,Thomas Jefferson,Male,145,27,8,Virginia
2020-05-09,Lord Fairfax,Male,304,30,10,Virginia
2020-05-09,Three Rivers,Male,230,13,1,Virginia
2020-05-09,Richmond,Not Reported,4,1,2,Virginia
2020-05-09,Pittsylvania-Danville,Male,22,9,1,Virginia
2020-05-09,Portsmouth,Not Reported,3,0,0,Virginia
2020-05-09,Norfolk,Not Reported,1,0,0,Virginia
2020-05-09,Chesapeake,Male,138,31,5,Virginia
2020-05-09,Chickahominy,Female,188,36,12,Virginia
2020-05-09,Prince William,Male,1616,162,23,Virginia
2020-05-09,Eastern Shore,Not Reported,4,0,0,Virginia
2020-05-09,Eastern Shore,Male,314,17,5,Virginia
2020-05-09,Rappahannock Rapidan,Male,264,26,6,Virginia
2020-05-09,Henrico,Not Reported,3,0,1,Virginia
2020-05-09,Cumberland Plateau,Female,16,1,0,Virginia
2020-05-09,West Piedmont,Male,25,6,1,Virginia
2020-05-09,Hampton,Not Reported,2,0,0,Virginia
2020-05-09,Alexandria,Not Reported,3,0,0,Virginia
2020-05-09,Western Tidewater,Not Reported,1,0,0,Virginia
2020-05-09,Cumberland Plateau,Not Reported,0,0,0,Virginia
2020-05-09,Virginia Beach,Male,215,47,12,Virginia
2020-05-09,Alleghany,Female,79,7,2,Virginia
2020-05-09,Lenowisco,Female,19,6,1,Virginia
2020-05-09,Virginia Beach,Not Reported,2,0,0,Virginia
2020-05-09,Western Tidewater,Female,226,17,10,Virginia
2020-05-09,Mount Rogers,Male,84,11,4,Virginia
2020-05-09,Lord Fairfax,Female,395,32,11,Virginia
2020-05-09,Piedmont,Not Reported,0,0,0,Virginia
2020-05-09,Alexandria,Male,572,74,14,Virginia
2020-05-09,Pittsylvania-Danville,Not Reported,0,0,0,Virginia
2020-05-09,West Piedmont,Not Reported,0,0,0,Virginia
2020-05-09,Loudoun,Female,588,47,15,Virginia
2020-05-09,Hampton,Female,81,11,1,Virginia
2020-05-09,Henrico,Female,633,71,55,Virginia
2020-05-09,Prince William,Not Reported,38,0,0,Virginia
2020-05-09,Chickahominy,Male,106,29,11,Virginia
2020-05-09,Rappahannock Rapidan,Not Reported,10,0,0,Virginia
2020-05-09,Peninsula,Female,219,48,19,Virginia
2020-05-09,Lenowisco,Not Reported,0,0,0,Virginia
2020-05-09,Crater,Not Reported,3,2,0,Virginia
2020-05-09,Chickahominy,Not Reported,4,0,0,Virginia
2020-05-09,Portsmouth,Male,108,18,4,Virginia
2020-05-09,New River,Female,47,4,0,Virginia
2020-05-09,Rappahannock,Female,391,47,2,Virginia
2020-05-09,Central Virginia,Female,70,6,0,Virginia
2020-05-09,Roanoke,Not Reported,0,0,0,Virginia
2020-05-09,West Piedmont,Female,30,2,0,Virginia
2020-05-09,Mount Rogers,Female,83,6,0,Virginia
2020-05-09,Piedmont,Male,278,19,3,Virginia
2020-05-09,Chesterfield,Female,473,29,15,Virginia
2020-05-09,Fairfax,Male,3000,536,124,Virginia
2020-05-09,Crater,Male,122,24,4,Virginia
2020-05-09,Central Virginia,Not Reported,0,0,0,Virginia
2020-05-09,Prince William,Female,1587,156,29,Virginia
2020-05-09,Virginia Beach,Female,274,38,5,Virginia
2020-05-09,Norfolk,Female,144,26,1,Virginia
2020-05-09,Three Rivers,Female,94,15,5,Virginia
2020-05-09,Arlington,Male,689,140,33,Virginia
2020-05-09,Central Shenandoah,Female,560,28,10,Virginia
2020-05-09,Southside,Female,106,13,5,Virginia
2020-05-08,Southside,Not Reported,3,0,0,Virginia
2020-05-08,Chesapeake,Female,188,37,4,Virginia
2020-05-08,Richmond,Female,254,39,4,Virginia
2020-05-08,Roanoke,Male,36,3,1,Virginia
2020-05-08,Fairfax,Not Reported,47,4,1,Virginia
2020-05-08,Thomas Jefferson,Female,197,35,5,Virginia
2020-05-08,Chesapeake,Not Reported,0,0,0,Virginia
2020-05-08,Cumberland Plateau,Male,13,1,0,Virginia
2020-05-08,Eastern Shore,Female,348,15,7,Virginia
2020-05-08,Lord Fairfax,Not Reported,5,0,0,Virginia
2020-05-08,Rappahannock,Not Reported,2,0,0,Virginia
2020-05-08,Central Shenandoah,Not Reported,8,0,0,Virginia
2020-05-08,Peninsula,Male,198,58,10,Virginia
2020-05-08,Norfolk,Male,150,24,4,Virginia
2020-05-08,Alexandria,Female,589,65,16,Virginia
2020-05-08,Lenowisco,Male,22,8,2,Virginia
2020-05-08,Pittsylvania-Danville,Female,33,12,1,Virginia
2020-05-08,New River,Not Reported,1,0,0,Virginia
2020-05-08,Chesterfield,Not Reported,10,0,0,Virginia
2020-05-08,Loudoun,Male,551,65,15,Virginia
2020-05-08,Rappahannock Rapidan,Female,231,15,4,Virginia
2020-05-08,Piedmont,Female,95,10,1,Virginia
2020-05-08,Richmond,Male,254,49,12,Virginia
2020-05-08,Crater,Female,153,38,10,Virginia
2020-05-08,Portsmouth,Female,91,20,4,Virginia
2020-05-08,Arlington,Not Reported,9,0,0,Virginia
2020-05-08,Mount Rogers,Not Reported,1,0,0,Virginia
2020-05-08,Thomas Jefferson,Not Reported,1,0,0,Virginia
2020-05-08,Three Rivers,Not Reported,0,0,0,Virginia
2020-05-08,Hampton,Male,60,18,2,Virginia
2020-05-08,Alleghany,Male,54,12,1,Virginia
2020-05-08,Roanoke,Female,57,3,0,Virginia
2020-05-08,Loudoun,Not Reported,2,0,0,Virginia
2020-05-08,Fairfax,Female,2782,388,117,Virginia
2020-05-08,Western Tidewater,Male,255,38,14,Virginia
2020-05-08,Peninsula,Not Reported,3,0,0,Virginia
2020-05-08,New River,Male,39,8,1,Virginia
2020-05-08,Central Shenandoah,Male,474,32,13,Virginia
2020-05-08,Southside,Male,51,15,5,Virginia
2020-05-08,Chesterfield,Male,380,37,17,Virginia
2020-05-08,Arlington,Female,652,119,28,Virginia
2020-05-08,Rappahannock,Male,355,67,10,Virginia
2020-05-08,Central Virginia,Male,86,7,2,Virginia
2020-05-08,Alleghany,Not Reported,0,0,0,Virginia
2020-05-08,Henrico,Male,429,80,53,Virginia
2020-05-08,Thomas Jefferson,Male,145,27,8,Virginia
2020-05-08,Lord Fairfax,Male,298,30,10,Virginia
2020-05-08,Three Rivers,Male,228,13,1,Virginia
2020-05-08,Richmond,Not Reported,4,1,2,Virginia
2020-05-08,Pittsylvania-Danville,Male,23,9,1,Virginia
2020-05-08,Portsmouth,Not Reported,3,0,0,Virginia
2020-05-08,Norfolk,Not Reported,1,0,0,Virginia
2020-05-08,Chesapeake,Male,137,31,5,Virginia
2020-05-08,Chickahominy,Female,184,36,12,Virginia
2020-05-08,Prince William,Male,1505,158,23,Virginia
2020-05-08,Eastern Shore,Not Reported,4,0,0,Virginia
2020-05-08,Eastern Shore,Male,303,17,5,Virginia
2020-05-08,Rappahannock Rapidan,Male,251,23,6,Virginia
2020-05-08,Henrico,Not Reported,3,0,1,Virginia
2020-05-08,Cumberland Plateau,Female,15,1,0,Virginia
2020-05-08,West Piedmont,Male,25,6,1,Virginia
2020-05-08,Hampton,Not Reported,1,0,0,Virginia
2020-05-08,Alexandria,Not Reported,3,0,0,Virginia
2020-05-08,Western Tidewater,Not Reported,1,0,0,Virginia
2020-05-08,Cumberland Plateau,Not Reported,0,0,0,Virginia
2020-05-08,Virginia Beach,Male,209,47,12,Virginia
2020-05-08,Alleghany,Female,79,7,2,Virginia
2020-05-08,Lenowisco,Female,19,6,1,Virginia
2020-05-08,Virginia Beach,Not Reported,2,0,0,Virginia
2020-05-08,Western Tidewater,Female,223,17,10,Virginia
2020-05-08,Mount Rogers,Male,71,10,4,Virginia
2020-05-08,Lord Fairfax,Female,391,32,11,Virginia
2020-05-08,Piedmont,Not Reported,0,0,0,Virginia
2020-05-08,Alexandria,Male,550,74,14,Virginia
2020-05-08,Pittsylvania-Danville,Not Reported,0,0,0,Virginia
2020-05-08,West Piedmont,Not Reported,0,0,0,Virginia
2020-05-08,Loudoun,Female,574,44,15,Virginia
2020-05-08,Hampton,Female,77,11,1,Virginia
2020-05-08,Henrico,Female,622,70,55,Virginia
2020-05-08,Prince William,Not Reported,34,0,0,Virginia
2020-05-08,Chickahominy,Male,103,29,11,Virginia
2020-05-08,Rappahannock Rapidan,Not Reported,10,0,0,Virginia
2020-05-08,Peninsula,Female,213,48,19,Virginia
2020-05-08,Lenowisco,Not Reported,0,0,0,Virginia
2020-05-08,Crater,Not Reported,3,2,0,Virginia
2020-05-08,Chickahominy,Not Reported,4,0,0,Virginia
2020-05-08,Portsmouth,Male,108,18,4,Virginia
2020-05-08,New River,Female,47,4,0,Virginia
2020-05-08,Rappahannock,Female,370,47,2,Virginia
2020-05-08,Central Virginia,Female,70,6,0,Virginia
2020-05-08,Roanoke,Not Reported,0,0,0,Virginia
2020-05-08,West Piedmont,Female,29,2,0,Virginia
2020-05-08,Mount Rogers,Female,65,6,0,Virginia
2020-05-08,Piedmont,Male,279,19,3,Virginia
2020-05-08,Chesterfield,Female,458,29,15,Virginia
2020-05-08,Fairfax,Male,2857,525,119,Virginia
2020-05-08,Crater,Male,113,23,4,Virginia
2020-05-08,Central Virginia,Not Reported,0,0,0,Virginia
2020-05-08,Prince William,Female,1483,153,28,Virginia
2020-05-08,Virginia Beach,Female,267,38,5,Virginia
2020-05-08,Norfolk,Female,139,26,1,Virginia
2020-05-08,Three Rivers,Female,92,15,5,Virginia
2020-05-08,Arlington,Male,671,141,32,Virginia
2020-05-08,Central Shenandoah,Female,558,28,10,Virginia
2020-05-08,Southside,Female,103,13,5,Virginia
2020-05-07,Southside,Not Reported,0,0,0,Virginia
2020-05-07,Chesapeake,Female,182,37,4,Virginia
2020-05-07,Richmond,Female,249,36,4,Virginia
2020-05-07,Roanoke,Male,35,3,1,Virginia
2020-05-07,Fairfax,Not Reported,47,4,1,Virginia
2020-05-07,Thomas Jefferson,Female,195,34,5,Virginia
2020-05-07,Chesapeake,Not Reported,0,0,0,Virginia
2020-05-07,Cumberland Plateau,Male,13,1,0,Virginia
2020-05-07,Eastern Shore,Female,323,15,7,Virginia
2020-05-07,Lord Fairfax,Not Reported,5,0,0,Virginia
2020-05-07,Rappahannock,Not Reported,2,0,0,Virginia
2020-05-07,Central Shenandoah,Not Reported,8,0,0,Virginia
2020-05-07,Peninsula,Male,191,57,10,Virginia
2020-05-07,Norfolk,Male,143,24,4,Virginia
2020-05-07,Alexandria,Female,570,58,15,Virginia
2020-05-07,Lenowisco,Male,22,8,2,Virginia
2020-05-07,Pittsylvania-Danville,Female,33,12,1,Virginia
2020-05-07,New River,Not Reported,1,0,0,Virginia
2020-05-07,Chesterfield,Not Reported,10,0,0,Virginia
2020-05-07,Loudoun,Male,516,65,14,Virginia
2020-05-07,Rappahannock Rapidan,Female,219,15,3,Virginia
2020-05-07,Piedmont,Female,93,10,1,Virginia
2020-05-07,Richmond,Male,241,48,12,Virginia
2020-05-07,Crater,Female,153,38,10,Virginia
2020-05-07,Portsmouth,Female,89,20,4,Virginia
2020-05-07,Arlington,Not Reported,9,0,0,Virginia
2020-05-07,Mount Rogers,Not Reported,1,0,0,Virginia
2020-05-07,Thomas Jefferson,Not Reported,1,0,0,Virginia
2020-05-07,Three Rivers,Not Reported,0,0,0,Virginia
2020-05-07,Hampton,Male,59,17,2,Virginia
2020-05-07,Alleghany,Male,53,11,1,Virginia
2020-05-07,Roanoke,Female,56,3,0,Virginia
2020-05-07,Loudoun,Not Reported,2,0,0,Virginia
2020-05-07,Fairfax,Female,2642,381,115,Virginia
2020-05-07,Western Tidewater,Male,248,37,14,Virginia
2020-05-07,Peninsula,Not Reported,4,0,0,Virginia
2020-05-07,New River,Male,37,8,1,Virginia
2020-05-07,Central Shenandoah,Male,463,30,13,Virginia
2020-05-07,Southside,Male,50,15,5,Virginia
2020-05-07,Chesterfield,Male,369,37,17,Virginia
2020-05-07,Arlington,Female,630,101,26,Virginia
2020-05-07,Rappahannock,Male,347,64,9,Virginia
2020-05-07,Central Virginia,Male,85,7,2,Virginia
2020-05-07,Alleghany,Not Reported,0,0,0,Virginia
2020-05-07,Henrico,Male,418,78,54,Virginia
2020-05-07,Thomas Jefferson,Male,141,27,8,Virginia
2020-05-07,Lord Fairfax,Male,284,26,6,Virginia
2020-05-07,Three Rivers,Male,223,13,1,Virginia
2020-05-07,Richmond,Not Reported,4,1,2,Virginia
2020-05-07,Pittsylvania-Danville,Male,23,9,1,Virginia
2020-05-07,Portsmouth,Not Reported,1,0,0,Virginia
2020-05-07,Norfolk,Not Reported,0,0,0,Virginia
2020-05-07,Chesapeake,Male,134,31,5,Virginia
2020-05-07,Chickahominy,Female,180,34,11,Virginia
2020-05-07,Prince William,Male,1464,156,23,Virginia
2020-05-07,Eastern Shore,Not Reported,4,0,0,Virginia
2020-05-07,Eastern Shore,Male,285,16,5,Virginia
2020-05-07,Rappahannock Rapidan,Male,233,23,6,Virginia
2020-05-07,Henrico,Not Reported,3,0,1,Virginia
2020-05-07,Cumberland Plateau,Female,15,1,0,Virginia
2020-05-07,West Piedmont,Male,24,5,1,Virginia
2020-05-07,Hampton,Not Reported,1,0,0,Virginia
2020-05-07,Alexandria,Not Reported,4,0,0,Virginia
2020-05-07,Western Tidewater,Not Reported,1,0,0,Virginia
2020-05-07,Cumberland Plateau,Not Reported,0,0,0,Virginia
2020-05-07,Virginia Beach,Male,206,46,12,Virginia
2020-05-07,Alleghany,Female,79,6,2,Virginia
2020-05-07,Lenowisco,Female,19,6,1,Virginia
2020-05-07,Virginia Beach,Not Reported,2,0,0,Virginia
2020-05-07,Western Tidewater,Female,217,17,10,Virginia
2020-05-07,Mount Rogers,Male,67,10,4,Virginia
2020-05-07,Lord Fairfax,Female,375,29,11,Virginia
2020-05-07,Piedmont,Not Reported,0,0,0,Virginia
2020-05-07,Alexandria,Male,536,71,14,Virginia
2020-05-07,Pittsylvania-Danville,Not Reported,0,0,0,Virginia
2020-05-07,West Piedmont,Not Reported,0,0,0,Virginia
2020-05-07,Loudoun,Female,552,44,15,Virginia
2020-05-07,Hampton,Female,75,11,1,Virginia
2020-05-07,Henrico,Female,611,70,55,Virginia
2020-05-07,Prince William,Not Reported,37,0,0,Virginia
2020-05-07,Chickahominy,Male,96,27,11,Virginia
2020-05-07,Rappahannock Rapidan,Not Reported,9,0,0,Virginia
2020-05-07,Peninsula,Female,212,48,19,Virginia
2020-05-07,Lenowisco,Not Reported,0,0,0,Virginia
2020-05-07,Crater,Not Reported,2,2,0,Virginia
2020-05-07,Chickahominy,Not Reported,5,1,0,Virginia
2020-05-07,Portsmouth,Male,104,17,4,Virginia
2020-05-07,New River,Female,42,4,0,Virginia
2020-05-07,Rappahannock,Female,358,47,2,Virginia
2020-05-07,Central Virginia,Female,69,5,0,Virginia
2020-05-07,Roanoke,Not Reported,0,0,0,Virginia
2020-05-07,West Piedmont,Female,28,2,0,Virginia
2020-05-07,Mount Rogers,Female,65,6,0,Virginia
2020-05-07,Piedmont,Male,257,18,3,Virginia
2020-05-07,Chesterfield,Female,445,27,15,Virginia
2020-05-07,Fairfax,Male,2725,511,118,Virginia
2020-05-07,Crater,Male,113,23,4,Virginia
2020-05-07,Central Virginia,Not Reported,0,0,0,Virginia
2020-05-07,Prince William,Female,1442,151,27,Virginia
2020-05-07,Virginia Beach,Female,261,38,5,Virginia
2020-05-07,Norfolk,Female,131,26,1,Virginia
2020-05-07,Three Rivers,Female,88,15,5,Virginia
2020-05-07,Arlington,Male,642,126,31,Virginia
2020-05-07,Central Shenandoah,Female,536,27,10,Virginia
2020-05-07,Southside,Female,98,12,5,Virginia
2020-05-06,Southside,Not Reported,0,0,0,Virginia
2020-05-06,Chesapeake,Female,179,37,4,Virginia
2020-05-06,Richmond,Female,239,33,3,Virginia
2020-05-06,Roanoke,Male,35,3,1,Virginia
2020-05-06,Fairfax,Not Reported,48,5,1,Virginia
2020-05-06,Thomas Jefferson,Female,188,33,5,Virginia
2020-05-06,Chesapeake,Not Reported,0,0,0,Virginia
2020-05-06,Cumberland Plateau,Male,13,1,0,Virginia
2020-05-06,Eastern Shore,Female,323,15,6,Virginia
2020-05-06,Lord Fairfax,Not Reported,4,0,0,Virginia
2020-05-06,Rappahannock,Not Reported,3,0,0,Virginia
2020-05-06,Central Shenandoah,Not Reported,7,0,0,Virginia
2020-05-06,Peninsula,Male,185,57,10,Virginia
2020-05-06,Norfolk,Male,140,23,4,Virginia
2020-05-06,Alexandria,Female,552,57,15,Virginia
2020-05-06,Lenowisco,Male,22,8,1,Virginia
2020-05-06,Pittsylvania-Danville,Female,33,11,1,Virginia
2020-05-06,New River,Not Reported,1,0,0,Virginia
2020-05-06,Chesterfield,Not Reported,9,0,0,Virginia
2020-05-06,Loudoun,Male,501,64,13,Virginia
2020-05-06,Rappahannock Rapidan,Female,207,15,3,Virginia
2020-05-06,Piedmont,Female,92,9,1,Virginia
2020-05-06,Richmond,Male,231,47,12,Virginia
2020-05-06,Crater,Female,153,38,10,Virginia
2020-05-06,Portsmouth,Female,88,20,4,Virginia
2020-05-06,Arlington,Not Reported,9,0,0,Virginia
2020-05-06,Mount Rogers,Not Reported,1,0,0,Virginia
2020-05-06,Thomas Jefferson,Not Reported,1,0,0,Virginia
2020-05-06,Three Rivers,Not Reported,1,0,0,Virginia
2020-05-06,Hampton,Male,57,17,2,Virginia
2020-05-06,Alleghany,Male,53,10,1,Virginia
2020-05-06,Roanoke,Female,53,3,0,Virginia
2020-05-06,Loudoun,Not Reported,2,0,0,Virginia
2020-05-06,Fairfax,Female,2500,361,110,Virginia
2020-05-06,Western Tidewater,Male,246,36,14,Virginia
2020-05-06,Peninsula,Not Reported,1,0,0,Virginia
2020-05-06,New River,Male,36,8,1,Virginia
2020-05-06,Central Shenandoah,Male,445,30,12,Virginia
2020-05-06,Southside,Male,49,15,5,Virginia
2020-05-06,Chesterfield,Male,348,37,17,Virginia
2020-05-06,Arlington,Female,618,98,22,Virginia
2020-05-06,Rappahannock,Male,337,62,9,Virginia
2020-05-06,Central Virginia,Male,85,6,2,Virginia
2020-05-06,Alleghany,Not Reported,0,0,0,Virginia
2020-05-06,Henrico,Male,414,77,54,Virginia
2020-05-06,Thomas Jefferson,Male,139,27,8,Virginia
2020-05-06,Lord Fairfax,Male,268,25,6,Virginia
2020-05-06,Three Rivers,Male,221,11,1,Virginia
2020-05-06,Richmond,Not Reported,3,1,2,Virginia
2020-05-06,Pittsylvania-Danville,Male,22,9,1,Virginia
2020-05-06,Portsmouth,Not Reported,1,0,0,Virginia
2020-05-06,Norfolk,Not Reported,0,0,0,Virginia
2020-05-06,Chesapeake,Male,132,31,5,Virginia
2020-05-06,Chickahominy,Female,181,34,11,Virginia
2020-05-06,Prince William,Male,1416,151,20,Virginia
2020-05-06,Eastern Shore,Not Reported,4,0,0,Virginia
2020-05-06,Eastern Shore,Male,285,14,4,Virginia
2020-05-06,Rappahannock Rapidan,Male,218,21,6,Virginia
2020-05-06,Henrico,Not Reported,3,0,1,Virginia
2020-05-06,Cumberland Plateau,Female,15,1,0,Virginia
2020-05-06,West Piedmont,Male,22,5,1,Virginia
2020-05-06,Hampton,Not Reported,1,0,0,Virginia
2020-05-06,Alexandria,Not Reported,2,0,0,Virginia
2020-05-06,Western Tidewater,Not Reported,1,0,0,Virginia
2020-05-06,Cumberland Plateau,Not Reported,0,0,0,Virginia
2020-05-06,Virginia Beach,Male,202,46,12,Virginia
2020-05-06,Alleghany,Female,76,6,2,Virginia
2020-05-06,Lenowisco,Female,19,6,1,Virginia
2020-05-06,Virginia Beach,Not Reported,2,0,0,Virginia
2020-05-06,Western Tidewater,Female,215,17,10,Virginia
2020-05-06,Mount Rogers,Male,67,10,4,Virginia
2020-05-06,Lord Fairfax,Female,362,29,9,Virginia
2020-05-06,Piedmont,Not Reported,0,0,0,Virginia
2020-05-06,Alexandria,Male,506,70,14,Virginia
2020-05-06,Pittsylvania-Danville,Not Reported,0,0,0,Virginia
2020-05-06,West Piedmont,Not Reported,0,0,0,Virginia
2020-05-06,Loudoun,Female,540,41,13,Virginia
2020-05-06,Hampton,Female,73,11,1,Virginia
2020-05-06,Henrico,Female,608,69,54,Virginia
2020-05-06,Prince William,Not Reported,33,0,0,Virginia
2020-05-06,Chickahominy,Male,92,27,11,Virginia
2020-05-06,Rappahannock Rapidan,Not Reported,9,0,0,Virginia
2020-05-06,Peninsula,Female,205,48,18,Virginia
2020-05-06,Lenowisco,Not Reported,0,0,0,Virginia
2020-05-06,Crater,Not Reported,2,2,0,Virginia
2020-05-06,Chickahominy,Not Reported,5,1,0,Virginia
2020-05-06,Portsmouth,Male,104,17,4,Virginia
2020-05-06,New River,Female,43,4,0,Virginia
2020-05-06,Rappahannock,Female,350,45,2,Virginia
2020-05-06,Central Virginia,Female,69,5,0,Virginia
2020-05-06,Roanoke,Not Reported,0,0,0,Virginia
2020-05-06,West Piedmont,Female,28,2,0,Virginia
2020-05-06,Mount Rogers,Female,62,6,0,Virginia
2020-05-06,Piedmont,Male,254,17,2,Virginia
2020-05-06,Chesterfield,Female,431,24,15,Virginia
2020-05-06,Fairfax,Male,2568,480,107,Virginia
2020-05-06,Crater,Male,113,23,4,Virginia
2020-05-06,Central Virginia,Not Reported,0,0,0,Virginia
2020-05-06,Prince William,Female,1387,146,22,Virginia
2020-05-06,Virginia Beach,Female,250,37,5,Virginia
2020-05-06,Norfolk,Female,130,25,1,Virginia
2020-05-06,Three Rivers,Female,84,14,4,Virginia
2020-05-06,Arlington,Male,621,124,30,Virginia
2020-05-06,Central Shenandoah,Female,522,26,10,Virginia
2020-05-06,Southside,Female,95,11,5,Virginia
2020-05-04,Southside,Not Reported,0,0,0,Virginia
2020-05-04,Chesapeake,Female,169,36,4,Virginia
2020-05-04,Richmond,Female,222,30,3,Virginia
2020-05-04,Roanoke,Male,30,3,0,Virginia
2020-05-04,Fairfax,Not Reported,47,5,1,Virginia
2020-05-04,Thomas Jefferson,Female,185,33,5,Virginia
2020-05-04,Chesapeake,Not Reported,0,0,0,Virginia
2020-05-04,Cumberland Plateau,Male,13,1,0,Virginia
2020-05-04,Eastern Shore,Female,298,14,5,Virginia
2020-05-04,Lord Fairfax,Not Reported,2,0,0,Virginia
2020-05-04,Rappahannock,Not Reported,2,0,0,Virginia
2020-05-04,Central Shenandoah,Not Reported,7,0,0,Virginia
2020-05-04,Peninsula,Male,180,56,9,Virginia
2020-05-04,Norfolk,Male,133,22,4,Virginia
2020-05-04,Alexandria,Female,507,54,12,Virginia
2020-05-04,Lenowisco,Male,22,8,1,Virginia
2020-05-04,Pittsylvania-Danville,Female,32,11,1,Virginia
2020-05-04,New River,Not Reported,1,0,0,Virginia
2020-05-04,Chesterfield,Not Reported,9,0,0,Virginia
2020-05-04,Loudoun,Male,476,61,13,Virginia
2020-05-04,Rappahannock Rapidan,Female,197,13,1,Virginia
2020-05-04,Piedmont,Female,89,8,1,Virginia
2020-05-04,Richmond,Male,213,45,11,Virginia
2020-05-04,Crater,Female,146,35,10,Virginia
2020-05-04,Portsmouth,Female,83,19,4,Virginia
2020-05-04,Arlington,Not Reported,9,0,0,Virginia
2020-05-04,Mount Rogers,Not Reported,1,0,0,Virginia
2020-05-04,Thomas Jefferson,Not Reported,1,0,0,Virginia
2020-05-04,Three Rivers,Not Reported,1,0,0,Virginia
2020-05-04,Hampton,Male,55,17,2,Virginia
2020-05-04,Alleghany,Male,52,10,1,Virginia
2020-05-04,Roanoke,Female,50,2,0,Virginia
2020-05-04,Loudoun,Not Reported,2,0,0,Virginia
2020-05-04,Fairfax,Female,2380,345,106,Virginia
2020-05-04,Western Tidewater,Male,242,35,10,Virginia
2020-05-04,Peninsula,Not Reported,1,0,0,Virginia
2020-05-04,New River,Male,36,8,1,Virginia
2020-05-04,Central Shenandoah,Male,415,25,11,Virginia
2020-05-04,Southside,Male,45,15,5,Virginia
2020-05-04,Chesterfield,Male,314,35,17,Virginia
2020-05-04,Arlington,Female,580,88,21,Virginia
2020-05-04,Rappahannock,Male,303,60,9,Virginia
2020-05-04,Central Virginia,Male,82,5,1,Virginia
2020-05-04,Alleghany,Not Reported,0,0,0,Virginia
2020-05-04,Henrico,Male,399,74,51,Virginia
2020-05-04,Thomas Jefferson,Male,136,28,8,Virginia
2020-05-04,Lord Fairfax,Male,234,21,4,Virginia
